Table,OldName,NewName,Type,Required,Nullable,Auto,Default,Description
CustomerRequest,AC_OP_NO,AccountOpNo,"""NUMBER(15,0)""",لا,نعم,لا,,رقم الحساب التشغيلي
CustomerRequest,IMP_XLS,ImportFromXLS,"""NUMBER(1,0)""",لا,نعم,لا,,تم الاستيراد من اكسل (1=نعم)
CustomerRequest,C_PARENT,CustomerParent,VARCHAR2(15),لا,نعم,لا,,كود العميل الأب
CustomerRequest,CONN_BRN_NO,ConnectBranchNo,"""NUMBER(6,0)""",لا,نعم,لا,,ربط بفرع معين
CustomerRequest,SEND_MSG,SendMessage,"""NUMBER(1,0)""",لا,نعم,لا,,إرسال رسائل تلقائيًا (1=نعم)
CustomerRequest,APRV_U_ID,ApprovedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم المعتمد للطلب
CustomerRequest,APRV_DSC,ApprovedDesc,VARCHAR2(500),لا,نعم,لا,,وصف الاعتماد
CustomerRequest,APRV_DATE,ApprovedDate,DATE,لا,نعم,لا,,تاريخ الاعتماد
CustomerRequest,APPROVED,Approved,NUMBER,لا,نعم,لا,,تم الاعتماد (1=نعم)
CustomerRequest,DOC_SRL,DocSerial,"""NUMBER(38,0)""",لا,نعم,لا,,رقم تسلسلي للمستند
CustomerRequest,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة
CustomerRequest,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع
CustomerRequest,BRN_USR,BranchUser,"""NUMBER(3,0)""",لا,نعم,لا,,مستخدم الفرع
CustomerRequest,CSH_CST,CashCustomer,"""NUMBER(1,0)""",لا,نعم,لا,,عميل نقدي (1=نعم)
CustomerRequest,RESPONS_PERSON_JOB,ResponsiblePersonJob,VARCHAR2(60),لا,نعم,لا,,وظيفة المسؤول عن العميل
CustomerRequest,CST_CR_LMT_LOCAL,CustomerCreditLimitLocal,NUMBER,لا,نعم,لا,,حد الائتمان المحلي
CustomerRequest,CST_INV_LMT_LOCAL,CustomerInvoiceLimitLocal,NUMBER,لا,نعم,لا,,حد الفواتير المحلي
CustomerRequest,CST_LMT_TYP,CustomerLimitType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع حد الائتمان
CustomerRequest,CST_LMT_PER,CustomerLimitPercent,NUMBER,لا,نعم,لا,,نسبة حد الائتمان
CustomerRequest,CRD_END_DATE_AH,CustomerCardEndDateAH,DATE,لا,نعم,لا,,تاريخ نهاية البطاقة هجري
CustomerRequest,CRD_ISSUSE_DATE_AH,CustomerCardIssueDateAH,DATE,لا,نعم,لا,,تاريخ إصدار البطاقة هجري
CustomerRequest,BRTH_DATE,BirthDate,DATE,لا,نعم,لا,,تاريخ الميلاد ميلادي
CustomerRequest,BRTH_DATE_AH,BirthDateAH,DATE,لا,نعم,لا,,تاريخ الميلاد هجري
CustomerRequest,BRTH_PLC,BirthPlace,VARCHAR2(200),لا,نعم,لا,,مكان الميلاد
CustomerRequest,WORK_PLC,WorkPlace,VARCHAR2(200),لا,نعم,لا,,مكان العمل
CustomerRequest,SRC_INC,SourceOfIncome,VARCHAR2(200),لا,نعم,لا,,مصدر الدخل
CustomerRequest,SRC_INC_RATE,SourceIncomeRate,NUMBER,لا,نعم,لا,,نسبة مصدر الدخل
CustomerRequest,MRTL_STAT,MaritalStatus,"""NUMBER(2,0)""",لا,نعم,لا,,الحالة الاجتماعية
CustomerRequest,CMPNY_WORK,CompanyWork,VARCHAR2(200),لا,نعم,لا,,جهة العمل
CustomerRequest,C_FINSCAN_STATUS,CustomerFinScanStatus,"""NUMBER(1,0)""",لا,نعم,لا,,حالة فحص العميل مالياً
CustomerRequest,OPN_FILE_DATE,OpenFileDate,DATE,لا,نعم,لا,,تاريخ فتح الملف
CustomerRequest,END_FILE_DATE,EndFileDate,DATE,لا,نعم,لا,,تاريخ إغلاق الملف
CustomerRequest,HOME_ADDRESS,HomeAddress,VARCHAR2(60),لا,نعم,لا,,عنوان السكن
CustomerRequest,SIGN_IMG_NM,SignatureImageName,VARCHAR2(100),لا,نعم,لا,,اسم صورة التوقيع
CustomerRequest,PASS_NO,PassportNo,VARCHAR2(30),لا,نعم,لا,,رقم جواز السفر
CustomerRequest,PASS_ISSUSE_PLAC,PassportIssuePlace,VARCHAR2(60),لا,نعم,لا,,مكان إصدار الجواز
CustomerRequest,PASS_ISSUSE_DATE,PassportIssueDate,DATE,لا,نعم,لا,,تاريخ إصدار الجواز
CustomerRequest,PASS_END_DATE,PassportEndDate,DATE,لا,نعم,لا,,تاريخ انتهاء الجواز
CustomerRequest,NAME_IN_PASS,NameInPassport,VARCHAR2(150),لا,نعم,لا,,الاسم في الجواز
CustomerRequest,ADD_INCM_SRCE,AdditionalIncomeSource,"""NUMBER(2,0)""",لا,نعم,لا,,مصدر دخل إضافي
CustomerRequest,ADD_INCM_RATE,AdditionalIncomeRate,"""NUMBER(10,0)""",لا,نعم,لا,,نسبة مصدر الدخل الإضافي
CustomerRequest,CNT_REM_MNTH_EXPCT,ContractRemainingMonthExpect,"""NUMBER(5,0)""",لا,نعم,لا,,عدد الأشهر المتبقية للعقد المتوقع
CustomerRequest,OTHR_CMP_BNK,OtherCompanyBank,VARCHAR2(150),لا,نعم,لا,,بنك أو شركة أخرى
CustomerRequest,COMM_REG_NO,CommercialRegistrationNo,VARCHAR2(30),لا,نعم,لا,,رقم السجل التجاري
CustomerRequest,REG_ISSUSE_PLAC,RegistrationIssuePlace,VARCHAR2(60),لا,نعم,لا,,مكان إصدار السجل التجاري
CustomerRequest,REG_ISSUSE_DATE,RegistrationIssueDate,DATE,لا,نعم,لا,,تاريخ إصدار السجل التجاري
CustomerRequest,REG_END_DATE,RegistrationEndDate,DATE,لا,نعم,لا,,تاريخ انتهاء السجل التجاري
CustomerRequest,CMP_ACTIV,CompanyActivity,VARCHAR2(150),لا,نعم,لا,,طبيعة النشاط التجاري
CustomerRequest,CST_GCC,CustomerGCC,"""NUMBER(1,0)""",لا,نعم,لا,,عميل من دول الخليج (1=نعم)
CustomerRequest,CST_FILE_UP_DATE,CustomerFileUpdateDate,DATE,لا,نعم,لا,,تاريخ تحديث ملف العميل
CustomerRequest,CST_BNF_TYPE,CustomerBenefitType,"""NUMBER(5,0)""",لا,نعم,لا,,نوع الاستفادة
CustomerRequest,CST_MAIN_IMG_NM,CustomerMainImageName,VARCHAR2(300),لا,نعم,لا,,اسم الصورة الرئيسية للعميل
CustomerRequest,AD_U_PHOTO,AddedUserPhoto,"""NUMBER(5,0)""",لا,نعم,لا,,رقم صورة المستخدم الذي أضاف السطر
CustomerRequest,CST_VAT_GRP_FLG,CustomerVATGroupFlag,"""NUMBER(1,0)""",لا,نعم,لا,,علم مجموعة ضريبية للعميل (1=نعم)
CustomerRequest,CST_DEAL_FLG,CustomerDealFlag,"""NUMBER(1,0)""",نعم,لا,لا,,علم يسمح بالتعامل مع العميل
CustomerRequest,CST_EXCPT_QT_PRM_FLG,CustomerExceptQuotationPromotionFlag,"""NUMBER(1,0)""",لا,نعم,لا,,استثناء من عروض الأسعار الترويجية
CustomerRequest,CST_EXCH_FLG,CustomerExchangeFlag,"""NUMBER(1,0)""",نعم,لا,لا,,علم إمكانية التبديل
CustomerRequest,C_CLASS_TYP,CustomerClassType,"""NUMBER(5,0)""",لا,نعم,لا,,نوع تصنيف العميل
CustomerRequest,C_RISK,CustomerRisk,"""NUMBER(5,0)""",لا,نعم,لا,,تصنيف المخاطر للعميل
CustomerRequest,C_BUS_SEC,CustomerBusinessSector,"""NUMBER(10,0)""",لا,نعم,لا,,القطاع التجاري للعميل
CustomerRequest,C_PER_FEE,CustomerPercentFee,"""NUMBER(3,0)""",لا,نعم,لا,,نسبة الرسوم المضافة
CustomerRequest,C_ACCT_FEE,CustomerAccountFee,VARCHAR2(30),لا,نعم,لا,,رسوم الحساب
CustomerRequest,AUTO_APPRVD,AutoApproved,"""NUMBER(1,0)""",نعم,لا,لا,,موافقة تلقائية (1=نعم)
CustomerRequest,APRV_RSK_U_ID,ApprovedRiskUserId,"""NUMBER(5,0)""",لا,نعم,لا,,مستخدم اعتماد المخاطر
CustomerRequest,APRV_RSK_DSC,ApprovedRiskDesc,VARCHAR2(500),لا,نعم,لا,,وصف اعتماد المخاطر
CustomerRequest,APRV_RSK_DATE,ApprovedRiskDate,DATE,لا,نعم,لا,,تاريخ اعتماد المخاطر
CustomerRequest,APPRVD_RSK,ApprovedRisk,NUMBER,لا,نعم,لا,,تم اعتماد المخاطر (1=نعم)
CustomerRequest,FIELD1-20,Field1 - Field20,VARCHAR2(60),لا,نعم,لا,,حقول مرنة إضافية
CustomerRequest,LATITUDE,Latitude,VARCHAR2(20),لا,نعم,لا,,إحداثي العرض
CustomerRequest,LONGITUDE,Longitude,VARCHAR2(20),لا,نعم,لا,,إحداثي الطول
CustomerRequest,GPS_COLOR,GPSColor,VARCHAR2(20),لا,نعم,لا,,لون العميل على الخريطة
CustomerRequest,FAV_AC,FavAccount,"""NUMBER(1,0)""",لا,نعم,لا,,حساب مفضل (1=نعم)
CustomerRequest,F_ACTV_DATE,FirstActiveDate,DATE,لا,نعم,لا,,تاريخ أول تعامل نشط
CustomerRequest,T_ACTV_DATE,LastActiveDate,DATE,لا,نعم,لا,,تاريخ آخر تعامل نشط
CustomerRequest,SECRET_KEY,SecretKey,VARCHAR2(30),لا,نعم,لا,,مفتاح سري
CustomerRequest,ALLOW_PRD_AFTR_DUE,AllowPeriodAfterDue,"""NUMBER(3,0)""",لا,نعم,لا,,السماح بفترة بعد الاستحقاق
CustomerRequest,BLK_LST_DATE,BlackListDate,DATE,لا,نعم,لا,,تاريخ الإدراج بالقائمة السوداء
CustomerRequest,C_AGE,CustomerAge,VARCHAR2(30),لا,نعم,لا,,عمر العميل
CustomerRequest,C_GENDER,CustomerGender,"""NUMBER(1,0)""",لا,نعم,لا,,جنس العميل
CustomerRequest,INSURANCE_NO,InsuranceNo,VARCHAR2(60),لا,نعم,لا,,رقم بطاقة التأمين
CustomerRequest,APPROVAL_NO,ApprovalNo,VARCHAR2(60),لا,نعم,لا,,رقم الموافقة التأمينية
CustomerRequest,C_INSURANCE,CustomerInsurance,"""NUMBER(1,0)""",لا,نعم,لا,,العميل لديه تأمين (1=نعم)
CustomerRequest,C_CODE_TRGT,CustomerTargetCode,VARCHAR2(15),لا,نعم,لا,,كود مستهدف للعميل
CustomerRequest,INSRNCE_CST,InsuranceCustomer,"""NUMBER(1,0)""",لا,نعم,لا,,عميل تأميني (1=نعم)
CustomerRequest,INSRNCE_CMP_NO,InsuranceCompanyNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم شركة التأمين
CustomerRequest,NTNLTY_NO,NationalityNo,"""NUMBER(5,0)""",لا,نعم,لا,,رقم الجنسية
CustomerRequest,TYP_CRD,CustomerCardType,"""NUMBER(3,0)""",لا,نعم,لا,,نوع بطاقة العميل
CustomerRequest,CRD_NO,CustomerCardNo,VARCHAR2(30),لا,نعم,لا,,رقم بطاقة العميل
CustomerRequest,CRD_ISSUSE_PLAC,CustomerCardIssuePlace,VARCHAR2(60),لا,نعم,لا,,مكان إصدار البطاقة
CustomerRequest,CRD_ISSUSE_DATE,CustomerCardIssueDate,DATE,لا,نعم,لا,,تاريخ الإصدار
CustomerRequest,CRD_END_DATE,CustomerCardEndDate,DATE,لا,نعم,لا,,تاريخ الانتهاء
CustomerRequest,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CustomerRequest,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CustomerRequest,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CustomerRequest,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CustomerRequest,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
CustomerRequest,PR_REP,ReportPriority,"""NUMBER(10,0)""",لا,نعم,لا,,أولوية التقرير
CustomerRequest,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
CustomerRequest,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
CustomerRequest,CR_NO,CustomerCommRegNo,VARCHAR2(60),لا,نعم,لا,,السجل التجاري
CustomerRequest,ACTVTY_NM,ActivityName,VARCHAR2(100),لا,نعم,لا,,اسم النشاط
CustomerRequest,NIS_NO,NationalIDNo,VARCHAR2(60),لا,نعم,لا,,رقم الهوية الوطنية
CustomerRequest,NAI_DSC,NationalIDDesc,VARCHAR2(60),لا,نعم,لا,,وصف الهوية الوطنية
CustomerRequest,EQ_CPTL,EquityCapital,VARCHAR2(60),لا,نعم,لا,,رأس المال
CustomerRequest,AGNT_FLG,AgentFlag,"""NUMBER(1,0)""",نعم,لا,لا,,علم وكيل (1=نعم)
CustomerRequest,C_ID_PLACE,CustomerIdPlace,VARCHAR2(50),لا,نعم,لا,,مكان إصدار الهوية
CustomerRequest,C_ID,CustomerId,VARCHAR2(30),لا,نعم,لا,,رقم الهوية الوطنية/الإقامة
CustomerRequest,C_ID_ISS_DATE,CustomerIdIssueDate,DATE,لا,نعم,لا,,تاريخ إصدار الهوية
CustomerRequest,C_ID_EXP_DATE,CustomerIdExpireDate,DATE,لا,نعم,لا,,تاريخ انتهاء الهوية
CustomerRequest,C_PROFF,CustomerProfession,"""NUMBER(30,0)""",لا,نعم,لا,,مهنة العميل
CustomerRequest,C_ID_TYPE,CustomerIdType,"""NUMBER(30,0)""",لا,نعم,لا,,نوع الهوية
CustomerRequest,INSRTD_FLG,InsertedFlag,"""NUMBER(1,0)""",لا,نعم,لا,,علم مدخل (1=نعم)
CustomerRequest,PLTCL_RLTN_FLG,PoliticalRelationFlag,"""NUMBER(1,0)""",لا,نعم,لا,,علاقة سياسية (1=نعم)
CustomerRequest,PLTCL_RLTN_WITH,PoliticalRelationWith,VARCHAR2(1000),لا,نعم,لا,,علاقة سياسية مع من
CustomerTransactionGps,DOC_TYP,DocType,"""NUMBER(10,0)""",لا,نعم,لا,,نوع المستند أو المعاملة
CustomerTransactionGps,DOC_SRL,DocSerial,"""NUMBER(38,0)""",لا,نعم,لا,,الرقم التسلسلي للمعاملة
CustomerTransactionGps,C_CODE,CustomerCode,VARCHAR2(15),لا,نعم,لا,,كود العميل
CustomerTransactionGps,GPS_LNGT_X,GpsLongitude,VARCHAR2(50),لا,نعم,لا,,إحداثي الطول (X)
CustomerTransactionGps,GPS_LAT_Y,GpsLatitude,VARCHAR2(50),لا,نعم,لا,,إحداثي العرض (Y)
CustomerTransactionGps,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CustomerTransactionGps,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CustomerTransactionGps,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
CustomerAddress,C_CODE,CustomerCode,VARCHAR2(15),نعم,لا,لا,,كود العميل الأساسي
CustomerAddress,SUB_C_CODE,SubCustomerCode,VARCHAR2(15),نعم,لا,لا,,كود العميل الفرعي/العنوان
CustomerAddress,SUB_C_L_NM,SubCustomerLastName,VARCHAR2(100),لا,نعم,لا,,اسم العائلة للفرع
CustomerAddress,SUB_C_F_NM,SubCustomerFirstName,VARCHAR2(100),لا,نعم,لا,,الاسم الأول للفرع
CustomerAddress,DPRTMNT_NM,DepartmentName,VARCHAR2(100),لا,نعم,لا,,اسم القسم
CustomerAddress,JOB_NAME,JobName,VARCHAR2(100),لا,نعم,لا,,الوظيفة
CustomerAddress,C_ADDRESS,CustomerAddress,VARCHAR2(250),لا,نعم,لا,,عنوان الفرع
CustomerAddress,C_BOX,CustomerBox,VARCHAR2(30),لا,نعم,لا,,صندوق بريد الفرع
CustomerAddress,C_FAX,CustomerFax,VARCHAR2(30),لا,نعم,لا,,فاكس الفرع
CustomerAddress,C_PHONE,CustomerPhone,VARCHAR2(30),لا,نعم,لا,,هاتف الفرع
CustomerAddress,C_MOBILE,CustomerMobile,VARCHAR2(30),لا,نعم,لا,,جوال الفرع
CustomerAddress,CNTRY_NO,CountryNo,"""NUMBER(4,0)""",لا,نعم,لا,,رقم الدولة
CustomerAddress,CITY_NO,CityNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم المدينة
CustomerAddress,R_CODE,RegionCode,"""NUMBER(10,0)""",لا,نعم,لا,,كود المنطقة
CustomerAddress,INACTIVE,Inactive,"""NUMBER(1,0)""",لا,نعم,لا,,معطل (1=نعم)
CustomerAddress,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل
CustomerAddress,INACTIVE_RES,InactiveReason,VARCHAR2(250),لا,نعم,لا,,سبب التعطيل
CustomerAddress,INACTIVE_U_ID,InactiveUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عطل السطر
CustomerAddress,CARD_NO,CardNo,VARCHAR2(60),لا,نعم,لا,,رقم البطاقة
CustomerAddress,CARD_TYP,CardType,"""NUMBER(2,0)""",لا,نعم,لا,,نوع البطاقة
CustomerAddress,CARD_JOB_NO,CardJobNo,VARCHAR2(60),لا,نعم,لا,,رقم وظيفة البطاقة
CustomerAddress,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
CustomerAddress,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
CustomerAddress,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
CustomerAddress,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
CustomerAddress,PR_REP,ReportPriority,"""NUMBER(6,0)""",لا,نعم,لا,,أولوية التقرير
CustomerAddress,UP_CNT,UpdateCount,"""NUMBER(10,0)""",لا,نعم,لا,,عدد مرات التحديث
CustomerAddress,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
CustomerAddress,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
CustomerAddress,MEASUR_DATE,MeasureDate,DATE,لا,نعم,لا,,تاريخ القياس/الإدخال
CustomerAddress,IMP_XLS,ImportFromXLS,"""NUMBER(1,0)""",لا,نعم,لا,,تم الاستيراد من اكسل (1=نعم)
CustomerContact,DOC_NO,DocumentNo,"""NUMBER(38,0)""",لا,نعم,لا,,رقم المستند/الطلب
CustomerContact,DOC_DATE,DocumentDate,DATE,لا,نعم,لا,,تاريخ المستند
CustomerContact,DOC_SUBJCT,DocumentSubject,VARCHAR2(250),لا,نعم,لا,,موضوع الطلب
CustomerContact,DOC_DSC,DocumentDescription,VARCHAR2(500),لا,نعم,لا,,وصف الطلب/الملاحظة
CustomerContact,CUST_CODE,CustomerCode,VARCHAR2(15),لا,نعم,لا,,كود العميل
CustomerContact,CUST_L_NM,CustomerLastName,VARCHAR2(60),لا,نعم,لا,,اسم العائلة للعميل
CustomerContact,MOBILE_NO,MobileNo,VARCHAR2(16),لا,نعم,لا,,رقم الجوال
CustomerContact,TEL_NO,TelephoneNo,VARCHAR2(16),لا,نعم,لا,,رقم الهاتف
CustomerContact,E_MAIL,Email,VARCHAR2(30),لا,نعم,لا,,البريد الإلكتروني
CustomerContact,ADDRESS,Address,VARCHAR2(100),لا,نعم,لا,,عنوان العميل
CustomerLoginHistory,U_ID,UserId,"""NUMBER(5,0)""",نعم,لا,لا,,رقم المستخدم
CustomerLoginHistory,TRMNL_NM,TerminalName,VARCHAR2(30),لا,نعم,لا,,اسم الجهاز/المحطة
CustomerLoginHistory,LGN_TYP,LoginType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع الدخول (1=دخول/0=خروج)
CustomerLoginHistory,LGN_OUT_DATE,LoginOutDate,DATE,نعم,لا,لا,,تاريخ ووقت الخروج/الدخول
CustomerLoginHistory,LNG_NO,LanguageNo,"""NUMBER(3,0)""",لا,نعم,لا,,رقم اللغة
CustomerLoginHistory,CMP_NO,CompanyNo,"""NUMBER(3,0)""",نعم,لا,لا,,رقم الشركة
CustomerLoginHistory,BRN_NO,BranchNo,"""NUMBER(6,0)""",نعم,لا,لا,,رقم الفرع
CustomerLoginHistory,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",نعم,لا,لا,,السنة المالية للفرع
CustomerLoginHistory,BRN_USR,BranchUser,"""NUMBER(3,0)""",نعم,لا,لا,,مستخدم الفرع
CustomerLoginHistory,APPL_NO,ApplicationNo,NUMBER,لا,نعم,لا,,رقم التطبيق
CustomerLoginHistory,HSTRY_NO,HistoryNo,NUMBER,لا,نعم,لا,,رقم السجل/التاريخ
BillFollowUpMovement,TRNS_TYP,TransactionType,"""NUMBER(1,0)""",نعم,لا,لا,,نوع الحركة
BillFollowUpMovement,TRNS_NO,TransactionNo,"""NUMBER(5,0)""",نعم,لا,لا,,رقم الحركة
BillFollowUpMovement,DOC_NO,DocumentNo,NUMBER,نعم,لا,لا,,رقم المستند
BillFollowUpMovement,DOC_SER,DocumentSerial,NUMBER,نعم,لا,لا,,تسلسل المستند
BillFollowUpMovement,CNFRM_TYP,ConfirmType,"""NUMBER(1,0)""",لا,نعم,لا,,نوع التأكيد
BillFollowUpMovement,CNFRM_U_ID,ConfirmUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أكد الحركة
BillFollowUpMovement,CNFRM_DATE,ConfirmDate,DATE,لا,نعم,لا,,تاريخ التأكيد
BillFollowUpMovement,CNFRM_DSC,ConfirmDescription,VARCHAR2(250),لا,نعم,لا,,وصف التأكيد
BillFollowUpMovement,ORDR_NO,OrderNo,"""NUMBER(5,0)""",لا,نعم,لا,,رقم الطلب المرتبط
BillFollowUpMovement,CMP_NO,CompanyNo,"""NUMBER(3,0)""",لا,نعم,لا,,رقم الشركة
BillFollowUpMovement,BRN_NO,BranchNo,"""NUMBER(6,0)""",لا,نعم,لا,,رقم الفرع
BillFollowUpMovement,BRN_YEAR,BranchYear,"""NUMBER(4,0)""",لا,نعم,لا,,السنة المالية للفرع
BillFollowUpMovement,BRN_USR,BranchUser,"""NUMBER(3,0)""",لا,نعم,لا,,مستخدم الفرع
BillFollowUpMovement,AD_U_ID,AddedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي أضاف السطر
BillFollowUpMovement,AD_DATE,AddedDate,DATE,لا,نعم,لا,,تاريخ الإضافة
BillFollowUpMovement,UP_U_ID,UpdatedUserId,"""NUMBER(5,0)""",لا,نعم,لا,,المستخدم الذي عدل السطر
BillFollowUpMovement,UP_DATE,UpdatedDate,DATE,لا,نعم,لا,,تاريخ آخر تعديل
BillFollowUpMovement,AD_TRMNL_NM,AddedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند الإضافة
BillFollowUpMovement,UP_TRMNL_NM,UpdatedTerminal,VARCHAR2(50),لا,نعم,لا,,اسم الجهاز عند التعديل
BillFollowUpMovement,DRIVER_NO,DriverNo,"""NUMBER(10,0)""",لا,نعم,لا,,رقم السائق المرتبط بالحركة
BillFollowUpMovement,REC_INV_DATE,ReceiveInvoiceDate,DATE,لا,نعم,لا,,تاريخ استلام الفاتورة
PurchaseOrder,PO_TYPE,PurchaseOrderType,"""NUMBER(5, 0)""",نعم,لا,لا,,نوع أمر الشراء (عادي/مباشر/خدمات)
PurchaseOrder,PO_NO,PurchaseOrderNo,"""NUMBER(15, 0)""",نعم,لا,لا,,رقم أمر الشراء الرئيسي
PurchaseOrder,PO_SER,PurchaseOrderSerial,"""NUMBER(38, 0)""",لا,نعم,لا,,الرقم التسلسلي لأمر الشراء
PurchaseOrder,PO_DATE,PurchaseOrderDate,DATE,نعم,لا,لا,,تاريخ إصدار أمر الشراء
PurchaseOrder,V_CODE,VendorCode,VARCHAR2(15),لا,نعم,لا,,كود المورد
PurchaseOrder,V_NAME,VendorName,VARCHAR2(100),لا,نعم,لا,,اسم المورد
PurchaseOrder,CUR_CODE,CurrencyCode,VARCHAR2(7),نعم,لا,لا,,رمز العملة
PurchaseOrder,CC_CODE,CostCenterCode,VARCHAR2(30),لا,نعم,لا,,مركز التكلفة
PurchaseOrder,PJ_NO,ProjectNo,VARCHAR2(15),لا,نعم,لا,,رقم المشروع المرتبط
PurchaseOrder,ACTV_NO,ActivityNo,VARCHAR2(15),لا,نعم,لا,,رقم النشاط المرتبط
PurchaseOrder,PO_PROCESSED,Processed,"""NUMBER(1, 0)""",لا,نعم,لا,,تمت المعالجة (1=نعم)
PurchaseOrder,PO_DESC,Description,VARCHAR2(250),لا,نعم,لا,,ملاحظات/وصف للأمر
PurchaseOrder,REF_NO,ReferenceNo,VARCHAR2(15),لا,نعم,لا,,رقم مرجعي إضافي
PurchaseOrder,PO_PARTIAL,PartialOrder,"""NUMBER(1, 0)""",لا,نعم,لا,,أمر شراء جزئي (1=نعم)
PurchaseOrder,PO_CLOSED,Closed,"""NUMBER(1, 0)""",لا,نعم,لا,,مغلق (1=نعم)
PurchaseOrder,DISC_AMT,DiscountAmount,"""NUMBER(24, 9)""",لا,نعم,لا,,مبلغ الخصم الكلي
PurchaseOrder,INSPECT,Inspection,"""NUMBER(1, 0)""",لا,نعم,لا,,يتطلب فحص (1=نعم)
PurchaseOrder,ENTRY_NO,EntryNo,"""NUMBER(10, 0)""",لا,نعم,لا,,رقم الإدخال
PurchaseOrder,INACTIVE,Inactive,"""NUMBER(1, 0)""",لا,نعم,لا,,معطل (1=نعم)
PurchaseOrder,INACTIVE_U_ID,InactiveUserId,"""NUMBER(5, 0)""",لا,نعم,لا,,المستخدم الذي عطل السطر
PurchaseOrder,INACTIVE_DATE,InactiveDate,DATE,لا,نعم,لا,,تاريخ التعطيل
PurchaseOrder,INACTIVE_RES,InactiveReason,VARCHAR2(250),لا,نعم,لا,,سبب التعطيل
PurchaseOrder,APPROVED,Approved,"""NUMBER(1, 0)""",لا,نعم,لا,,تم الاعتماد (1=معتمد)
PurchaseOrder,APRV_U_ID,ApprovedUserId,"""NUMBER(5, 0)""",لا,نعم,لا,,المستخدم الذي اعتمد الأمر
PurchaseOrder,APRV_DATE,ApprovedDate,DATE,لا,نعم,لا,,تاريخ الاعتماد
PurchaseOrder,APRV_DSC,ApprovedDesc,VARCHAR2(500),لا,نعم,لا,,وصف الاعتماد
PurchaseOrder,RES_INACTIVE,InactiveReasonExtra,VARCHAR2(250),لا,نعم,لا,,سبب إضافي للتعطيل
PurchaseOrder,PUR_TYPE,PurchaseType,"""NUMBER(1, 0)""",لا,نعم,لا,,نوع الشراء
PurchaseOrder,INS_TERMS,InsuranceTerms,VARCHAR2(500),لا,نعم,لا,,شروط التأمين
PurchaseOrder,INS_NO,InsuranceNo,VARCHAR2(30),لا,نعم,لا,,رقم التأمين
PurchaseOrder,INS_COMP,InsuranceCompany,VARCHAR2(100),لا,نعم,لا,,شركة التأمين
PurchaseOrder,INS_DATE,InsuranceDate,DATE,لا,نعم,لا,,تاريخ التأمين
PurchaseOrder,PO_WITHOUT_OTHR_AMT,WithoutOtherAmount,"""NUMBER(1, 0)""",لا,نعم,لا,,دون مبالغ أخرى (1=نعم)
PurchaseOrder,DELIVERY_DATE,DeliveryDate,DATE,لا,نعم,لا,,تاريخ التسليم
PurchaseOrder,PLACE_DELIVERY,PlaceDelivery,VARCHAR2(250),لا,نعم,لا,,مكان التسليم
PurchaseOrder,PAY_TERMS,PaymentTerms,VARCHAR2(1000),لا,نعم,لا,,شروط الدفع
